mordred,rdkdes,FCFP6,FCFP2,FCFP4,ECFP4,ECFP6,RDK7,RDK6,RDK5,MACCS,pubchem,ECFP2,avalon
0.0,0.2771213275053672,0.33529927713587226,0.3703319501393676,0.38613085815757553,0.4253315095600487,0.4327179414050957,0.46050315424028865,0.5863666688035785,0.7253902942720509,0.7633463930870388,0.8021628487520445,1.0075230187169453,1.772515897272012
-0.2771213275053672,0.0,0.058177949630505044,0.09321062263400037,0.10900953065220831,0.1482101820546815,0.15559661389972845,0.18338182673492143,0.30924534129821124,0.4482689667666837,0.48622506558167156,0.5250415212466772,0.730401691211578,1.4953945697666449
-0.33529927713587226,-0.058177949630505044,0.0,0.03503267300349533,0.050831581021703265,0.09003223242417646,0.09741866426922341,0.12520387710441638,0.2510673916677062,0.39009101713617866,0.4280471159511665,0.4668635716161722,0.672223741581073,1.4372166201361398
-0.3703319501393676,-0.09321062263400037,-0.03503267300349533,0.0,0.015798908018207936,0.05499955942068113,0.06238599126572808,0.09017120410092105,0.21603471866421087,0.35505834413268333,0.3930144429476712,0.4318308986126769,0.6371910685775777,1.4021839471326445
-0.38613085815757553,-0.10900953065220831,-0.050831581021703265,-0.015798908018207936,0.0,0.0392006514024732,0.046587083247520145,0.07437229608271312,0.20023581064600293,0.3392594361144754,0.37721553492946325,0.41603199059446894,0.6213921605593697,1.3863850391144366
-0.4253315095600487,-0.1482101820546815,-0.09003223242417646,-0.05499955942068113,-0.0392006514024732,0.0,0.007386431845046948,0.03517164468023992,0.16103515924352974,0.3000587847120022,0.33801488352699005,0.37683133919199574,0.5821915091568965,1.3471843877119634
-0.4327179414050957,-0.15559661389972845,-0.09741866426922341,-0.06238599126572808,-0.046587083247520145,-0.007386431845046948,0.0,0.027785212835192974,0.1536487273984828,0.29267235286695525,0.3306284516819431,0.3694449073469488,0.5748050773118496,1.3397979558669164
-0.46050315424028865,-0.18338182673492143,-0.12520387710441638,-0.09017120410092105,-0.07437229608271312,-0.03517164468023992,-0.027785212835192974,0.0,0.1258635145632898,0.2648871400317623,0.30284323884675013,0.3416596945117558,0.5470198644766566,1.3120127430317234
-0.5863666688035785,-0.30924534129821124,-0.2510673916677062,-0.21603471866421087,-0.20023581064600293,-0.16103515924352974,-0.1536487273984828,-0.1258635145632898,0.0,0.13902362546847247,0.17697972428346032,0.215796179948466,0.4211563499133668,1.1861492284684336
-0.7253902942720509,-0.4482689667666837,-0.39009101713617866,-0.35505834413268333,-0.3392594361144754,-0.3000587847120022,-0.29267235286695525,-0.2648871400317623,-0.13902362546847247,0.0,0.03795609881498785,0.07677255447999354,0.28213272444489434,1.0471256029999612
-0.7633463930870388,-0.48622506558167156,-0.4280471159511665,-0.3930144429476712,-0.37721553492946325,-0.33801488352699005,-0.3306284516819431,-0.30284323884675013,-0.17697972428346032,-0.03795609881498785,0.0,0.03881645566500569,0.2441766256299065,1.0091695041849733
-0.8021628487520445,-0.5250415212466772,-0.4668635716161722,-0.4318308986126769,-0.41603199059446894,-0.37683133919199574,-0.3694449073469488,-0.3416596945117558,-0.215796179948466,-0.07677255447999354,-0.03881645566500569,0.0,0.2053601699649008,0.9703530485199676
-1.0075230187169453,-0.730401691211578,-0.672223741581073,-0.6371910685775777,-0.6213921605593697,-0.5821915091568965,-0.5748050773118496,-0.5470198644766566,-0.4211563499133668,-0.28213272444489434,-0.2441766256299065,-0.2053601699649008,0.0,0.7649928785550668
-1.772515897272012,-1.4953945697666449,-1.4372166201361398,-1.4021839471326445,-1.3863850391144366,-1.3471843877119634,-1.3397979558669164,-1.3120127430317234,-1.1861492284684336,-1.0471256029999612,-1.0091695041849733,-0.9703530485199676,-0.7649928785550668,0.0
